call_id,primary_call_reason,Primary_call_reason2
3945942715,Voluntary Change,Voluntary Change
6272222829,Voluntary Change,Voluntary Change
6100633964,IRROPS,IRROPS
9480722685,IRROPS,IRROPS
4415489817,Communications,Communications
792612671,Mileage Plus,Mileage Plus
5540473170,ETC,ETC
7559599941,Checkout  ,Checkout
2933538931,Seating,Seating
4750131904,Communications,Communications
9042162302,Seating,Seating
9412594681,Upgrade,Upgrade
4537718689,Communications,Communications
2178538736,IRROPS,IRROPS
6394048500,Booking,Booking
9494660907,Voluntary Change,Voluntary Change
8724320177,IRROPS,IRROPS
2213723414,Schedule Change,Schedule Change
9995274746,Booking,Booking
3562236977,Voluntary Change,Voluntary Change
4617149783,IRROPS,IRROPS
1560436849,Post Flight,Post Flight
9385831984,Voluntary Change,Voluntary Change
8864040594,Voluntary Change,Voluntary Change
5488515723,Voluntary Change,Voluntary Change
1619080948,IRROPS,IRROPS
3932394727,Baggage,Baggage
4193739593,Baggage,Baggage
5377555828,Voluntary Change,Voluntary Change
7927834412,Mileage Plus,Mileage Plus
9354489892,Communications,Communications
6381631089,Seating,Seating
3257358415,Seating,Seating
5241560152,Voluntary Change,Voluntary Change
4928175591,Products & Services,Products & Services
7397489479,Mileage Plus,Mileage Plus
363486070,Upgrade,Upgrade
8180182538,Seating,Seating
2091910633,Checkout,Checkout
3410163193,IRROPS,IRROPS
1944082216,Checkout,Checkout
3084559848,Booking,Booking
210570170,Post Flight,Post Flight
7491511496,IRROPS,IRROPS
2830325934,Baggage,Baggage
338270157,Checkout,Checkout
8156467620,Communications,Communications
125280966,Mileage Plus,Mileage Plus
3320058178,Post Flight,Post Flight
5440804567,Mileage Plus,Mileage Plus
3988825956,IRROPS,IRROPS
4784211952,Voluntary Change,Voluntary Change
4584969282,Voluntary Change,Voluntary Change
4582971814,Voluntary Change,Voluntary Change
6180939019,Mileage Plus,Mileage Plus
8645307720,Upgrade,Upgrade
540234506,IRROPS,IRROPS
8965674683,Seating,Seating
5579879031,Communications,Communications
7332065565,Voluntary Change,Voluntary Change
5064781394,Voluntary Change,Voluntary Change
8928711174,Communications,Communications
6611155082,Mileage Plus,Mileage Plus
7525037226,Mileage Plus,Mileage Plus
5143327643,Communications,Communications
6704286742,Mileage Plus,Mileage Plus
137660515,IRROPS,IRROPS
2640608709,Mileage Plus,Mileage Plus
382350544,Mileage Plus,Mileage Plus
8914097990,Communications,Communications
8688599000,IRROPS,IRROPS
3350126351,Booking,Booking
921638785,IRROPS,IRROPS
7822170595,Products & Services,Products & Services
7342855253,Seating,Seating
8971550929,Mileage Plus,Mileage Plus
1682396625,Post Flight,Post Flight
5324711586,Seating,Seating
7222669346,Voluntary Cancel,Voluntary Cancel
1682477538,Products & Services,Products & Services
333968408,Seating,Seating
9808895726,IRROPS,IRROPS
7824687071,Baggage,Baggage
4014743675,Post Flight,Post Flight
940640201,Post Flight,Post Flight
2837123566,IRROPS,IRROPS
2015566952,Upgrade,Upgrade
8686121864,Post Flight,Post Flight
129520403,IRROPS,IRROPS
8450380309,Baggage  ,Baggage
4823531046,Voluntary Change,Voluntary Change
2459856691,Upgrade,Upgrade
4174173653,Voluntary Change,Voluntary Change
7111782058,Post Flight  ,Post Flight
2987081223,Products & Services,Products & Services
1325132502,Mileage Plus  ,Mileage Plus
9182882046,Post Flight,Post Flight
5320171452,Schedule Change,Schedule Change
7048847905,Seating,Seating
4608222713,Baggage,Baggage
3840061558,Communications,Communications
5814061512,Baggage,Baggage
799461283,Mileage Plus,Mileage Plus
957967811,IRROPS,IRROPS
4395534139,IRROPS,IRROPS
4569937186,Mileage Plus,Mileage Plus
7607848982,Mileage Plus,Mileage Plus
1862084141,Baggage,Baggage
1061790313,Communications,Communications
1552601531,Voluntary Change,Voluntary Change
5075870056,Voluntary Change,Voluntary Change
1217386353,Check In,Check In
3784832118,Mileage Plus,Mileage Plus
1501896537,IRROPS,IRROPS
8182688568,Seating,Seating
3860379179,Booking,Booking
7297696194,Mileage Plus,Mileage Plus
3944797886,Other Topics,Other Topics
6913285534,Seating,Seating
1317603464,Seating,Seating
5189586329,Seating,Seating
2553541168,Upgrade,Upgrade
8303508904,Upgrade,Upgrade
8236345024,Seating,Seating
517571717,Voluntary Change,Voluntary Change
7879742070,ETC,ETC
1026621625,Booking,Booking
2265038062,Booking,Booking
3306827700,Communications,Communications
4146629824,ETC,ETC
568422463,Digital Support,Digital Support
1551296682,Traveler Updates,Traveler Updates
300562711,IRROPS  ,IRROPS
8490882088,Traveler Updates,Traveler Updates
7499219029,Products & Services,Products & Services
8348669907,IRROPS,IRROPS
6730804832,IRROPS,IRROPS
1510653230,Voluntary Change,Voluntary Change
8371979879,Other Topics,Other Topics
1536246305,Seating,Seating
1659810926,Check In,Check In
8172144146,Baggage,Baggage
5649137478,Seating,Seating
3251744018,Baggage,Baggage
2583629394,Voluntary Change,Voluntary Change
9937378514,IRROPS,IRROPS
7314175455,Checkout,Checkout
3250658475,Booking,Booking
3353832239,Communications,Communications
5928974952,IRROPS,IRROPS
4053725350,Unaccompanied Minor,Unaccompanied Minor
2256403017,Communications  ,Communications
8937650877,Voluntary Change,Voluntary Change
2060730091,Seating,Seating
5662352060,Disability,Disability
8377875789,Voluntary Change,Voluntary Change
1564768761,IRROPS,IRROPS
2571553236,Products & Services,Products & Services
5759329233,Seating,Seating
7069733479,Checkout,Checkout
3638888548,Communications,Communications
1663458301,IRROPS,IRROPS
5755815424,IRROPS,IRROPS
8968662148,Mileage Plus,Mileage Plus
3511510302,Seating,Seating
2409345210,Baggage,Baggage
7310031486,IRROPS,IRROPS
1738077183,Seating,Seating
6897535277,Baggage  ,Baggage
6434299836,Check In,Check In
8174450006,Booking,Booking
6730336265,Seating,Seating
8556597287,IRROPS,IRROPS
4737832527,Products & Services,Products & Services
567038239,Mileage Plus,Mileage Plus
4465995440,IRROPS,IRROPS
6280609721,IRROPS,IRROPS
1721598084,Voluntary Change,Voluntary Change
1535364711,Baggage,Baggage
4154456391,Mileage Plus,Mileage Plus
7919443682,Seating,Seating
6860434215,Products & Services,Products & Services
7495277210,Upgrade,Upgrade
2898585368,Mileage Plus,Mileage Plus
9148660296,Voluntary Change,Voluntary Change
1320365774,IRROPS,IRROPS
4998121765,Seating,Seating
7547709207,Other Topics,Other Topics
5931972629,Products & Services,Products & Services
1629237719,Voluntary Change,Voluntary Change
9476202866,IRROPS,IRROPS
9709195035,IRROPS,IRROPS
3542184764,Voluntary Change,Voluntary Change
4824105172,Seating,Seating
9309949832,Voluntary Change,Voluntary Change
787235450,Post Flight,Post Flight
9367015730,Voluntary Cancel,Voluntary Cancel
4286010008,Communications,Communications
8012448195,Communications,Communications
4580954321,IRROPS  ,IRROPS
2555135152,Booking,Booking
6876257287,Products & Services,Products & Services
9092386870,Voluntary Change,Voluntary Change
6962349201,Mileage Plus,Mileage Plus
2786105067,Mileage Plus,Mileage Plus
4268369133,IRROPS,IRROPS
9460363849,Voluntary Change,Voluntary Change
8489567786,Voluntary Change,Voluntary Change
6271522912,Voluntary Change,Voluntary Change
4147482031,Products & Services,Products & Services
2764861568,Voluntary Change,Voluntary Change
9789893948,Voluntary Change,Voluntary Change
7130119568,ETC,ETC
5881910742,IRROPS,IRROPS
8604103067,Products & Services,Products & Services
8851735537,Seating,Seating
780763603,Baggage,Baggage
7016355568,Upgrade,Upgrade
1392747023,IRROPS,IRROPS
1506195276,IRROPS,IRROPS
493282120,Mileage Plus,Mileage Plus
263508236,Mileage Plus,Mileage Plus
8614815138,ETC,ETC
8632092597,IRROPS,IRROPS
3885304253,IRROPS,IRROPS
9868627872,IRROPS,IRROPS
2875583727,Other Topics,Other Topics
9708234822,Mileage Plus,Mileage Plus
756204716,Seating,Seating
5360925653,Baggage,Baggage
284416440,Baggage,Baggage
8311887837,IRROPS,IRROPS
3920986858,Schedule Change,Schedule Change
5362372480,IRROPS,IRROPS
3575822448,Seating,Seating
9172640107,Digital Support,Digital Support
4299488949,Voluntary Change,Voluntary Change
7171085103,IRROPS,IRROPS
3124164317,Products & Services,Products & Services
352550794,IRROPS,IRROPS
1578008654,Voluntary Change,Voluntary Change
1589417019,Voluntary Change,Voluntary Change
818796577,IRROPS,IRROPS
2251150527,Checkout,Checkout
5274444811,Voluntary Change,Voluntary Change
3813975246,Upgrade,Upgrade
4139193609,Check In,Check In
4242962064,Products & Services,Products & Services
8524443614,Products & Services,Products & Services
1457750842,Voluntary Change,Voluntary Change
4314068079,Check In,Check In
8919274894,Baggage,Baggage
5622685232,Booking,Booking
7262517751,Digital Support,Digital Support
7468048050,Voluntary Change,Voluntary Change
6387577545,Upgrade,Upgrade
1195775335,Communications,Communications
5683650010,Voluntary Change,Voluntary Change
1146539663,ETC,ETC
3691926709,Mileage Plus,Mileage Plus
1765180908,Seating,Seating
3879677462,Communications,Communications
437065119,Communications,Communications
1832795122,Traveler Updates,Traveler Updates
4540846962,Mileage Plus,Mileage Plus
442929834,Seating,Seating
7644419744,Voluntary Change,Voluntary Change
7897433276,IRROPS,IRROPS
892825602,Communications,Communications
3640274543,Voluntary Change,Voluntary Change
7160757953,Booking,Booking
7326216669,Checkout,Checkout
7503956465,Other Topics,Other Topics
979040562,Voluntary Change,Voluntary Change
6483272974,Communications,Communications
1637879944,Check In,Check In
6137497470,Voluntary Change,Voluntary Change
9147419489,Mileage Plus,Mileage Plus
820373200,ETC,ETC
1558960987,IRROPS,IRROPS
7450191340,Voluntary Change,Voluntary Change
7916365854,Voluntary Change,Voluntary Change
2088297297,Voluntary Cancel,Voluntary Cancel
8576528626,Voluntary Change,Voluntary Change
2053961053,Voluntary Change,Voluntary Change
2516429151,ETC,ETC
1584038939,Voluntary Change,Voluntary Change
2961904279,Checkout,Checkout
7641879062,Post Flight,Post Flight
4440634604,Post Flight,Post Flight
7807882752,IRROPS,IRROPS
4113816021,Voluntary Change,Voluntary Change
2844617708,Baggage,Baggage
4810402807,IRROPS,IRROPS
5883537219,Post Flight,Post Flight
6530169551,Seating,Seating
5011052511,IRROPS,IRROPS
8839888660,Mileage Plus,Mileage Plus
6636239610,Communications,Communications
4522334128,IRROPS,IRROPS
7722532875,IRROPS,IRROPS
405910158,Checkout,Checkout
8832262033,Communications,Communications
3654359916,Baggage,Baggage
9883384230,IRROPS,IRROPS
3319535877,Voluntary Change,Voluntary Change
5311829124,Products & Services,Products & Services
1478576393,Voluntary Change,Voluntary Change
7003274899,Seating,Seating
2350703023,Mileage Plus,Mileage Plus
4250948530,Voluntary Change,Voluntary Change
6458514353,Other Topics,Other Topics
9143689214,Voluntary Change,Voluntary Change
6144919424,Voluntary Change,Voluntary Change
8831619876,IRROPS,IRROPS
2918930975,Mileage Plus,Mileage Plus
9472103499,Voluntary Change,Voluntary Change
5398092858,ETC,ETC
6506960067,Traveler Updates,Traveler Updates
2491386271,IRROPS,IRROPS
6831763411,Products & Services,Products & Services
8077248109,IRROPS,IRROPS
7743060851,IRROPS,IRROPS
9351659752,Voluntary Change,Voluntary Change
3645997586,IRROPS,IRROPS
5235684886,Products & Services,Products & Services
9600912816,Mileage Plus,Mileage Plus
2700686472,Voluntary Change,Voluntary Change
4317038496,Communications,Communications
166544810,Digital Support,Digital Support
128406510,Seating,Seating
6445971589,Post Flight,Post Flight
6923943844,Mileage Plus,Mileage Plus
2082611034,IRROPS,IRROPS
931310208,Voluntary Change,Voluntary Change
3354062139,IRROPS,IRROPS
9562981716,Voluntary Change,Voluntary Change
4628679542,Check In,Check In
2979405102,Seating,Seating
3905972021,Upgrade,Upgrade
3481412508,Products & Services,Products & Services
302245535,Products & Services,Products & Services
2237219951,Digital Support,Digital Support
6537551180,Upgrade,Upgrade
4605563427,Voluntary Change,Voluntary Change
3600427957,Voluntary Cancel,Voluntary Cancel
126981635,Booking,Booking
4342503777,Booking,Booking
9977637230,Seating,Seating
6010428797,Seating,Seating
1845803073,Post Flight,Post Flight
1979068347,Mileage Plus,Mileage Plus
2267209284,Voluntary Change,Voluntary Change
7159427285,IRROPS,IRROPS
8874860729,Seating,Seating
3963407074,Voluntary Change,Voluntary Change
6129209704,IRROPS,IRROPS
1336165194,IRROPS,IRROPS
3909778363,Voluntary Change,Voluntary Change
8592067796,Mileage Plus,Mileage Plus
154584643,Voluntary Change,Voluntary Change
7788290083,Products & Services,Products & Services
4889856111,Post Flight,Post Flight
959469091,Booking,Booking
1177226926,Voluntary Change,Voluntary Change
1330442074,Voluntary Change,Voluntary Change
6547945976,Products & Services,Products & Services
1699298652,IRROPS,IRROPS
5636588436,Baggage,Baggage
5831146575,IRROPS,IRROPS
6086162820,Post Flight,Post Flight
9598471265,IRROPS,IRROPS
3630828835,Mileage Plus,Mileage Plus
3468412918,Products & Services,Products & Services
7360622146,Voluntary Change,Voluntary Change
3790130878,Voluntary Change,Voluntary Change
455192491,Other Topics,Other Topics
8997352037,Baggage,Baggage
8940819102,Voluntary Change,Voluntary Change
9832344143,IRROPS,IRROPS
3878510729,Seating,Seating
3489665257,Check In,Check In
7967123026,IRROPS,IRROPS
2565558681,Voluntary Change,Voluntary Change
184480841,Upgrade  ,Upgrade
8604375120,Other Topics,Other Topics
2442878779,Booking,Booking
2845521971,Voluntary Change,Voluntary Change
9714032334,Voluntary Change,Voluntary Change
7340602076,IRROPS,IRROPS
7643323626,Post Flight,Post Flight
8359858317,IRROPS,IRROPS
1045476456,Mileage Plus  ,Mileage Plus
2103835882,Mileage Plus,Mileage Plus
2485558949,Voluntary Change,Voluntary Change
3394322839,Voluntary Change,Voluntary Change
190907782,IRROPS,IRROPS
2017319031,Booking,Booking
7257973538,Mileage Plus,Mileage Plus
7722324934,IRROPS,IRROPS
3538685644,Seating  ,Seating
1685838049,Voluntary Change,Voluntary Change
7456160668,IRROPS,IRROPS
7338481487,IRROPS,IRROPS
9795193177,Baggage,Baggage
1441332638,Seating,Seating
5402116380,Mileage Plus,Mileage Plus
2341916997,Voluntary Change,Voluntary Change
7527214907,Seating,Seating
7230641771,Communications,Communications
3408019852,Voluntary Change,Voluntary Change
7923035583,Voluntary Change,Voluntary Change
7752801680,IRROPS,IRROPS
4728927883,Digital Support,Digital Support
463293227,Communications,Communications
1173007638,Seating,Seating
6381558084,Mileage Plus,Mileage Plus
2547023110,Mileage Plus,Mileage Plus
3819888860,Digital Support,Digital Support
7031714220,Upgrade,Upgrade
4336734538,Upgrade,Upgrade
9920182747,Seating,Seating
9179477532,IRROPS,IRROPS
3834628603,Voluntary Change,Voluntary Change
4475913091,Voluntary Change,Voluntary Change
8829166879,Voluntary Change,Voluntary Change
1708701099,Communications,Communications
6191088170,Booking,Booking
8764535930,Voluntary Change,Voluntary Change
5192866008,IRROPS,IRROPS
9373205572,Communications,Communications
4560207019,Check In,Check In
3365877723,Baggage,Baggage
4273147450,Voluntary Change,Voluntary Change
8105071283,Baggage,Baggage
6245174682,Booking,Booking
8127834352,Checkout,Checkout
7106077500,Mileage Plus,Mileage Plus
8434062587,Voluntary Change,Voluntary Change
8119090664,Seating,Seating
3162892488,Schedule Change,Schedule Change
4881388378,Upgrade,Upgrade
7582875809,Digital Support,Digital Support
8008305903,Booking,Booking
8118770309,Seating,Seating
4321962180,ETC,ETC
2438537854,Baggage,Baggage
5209230234,Voluntary Cancel,Voluntary Cancel
9487642306,Booking,Booking
4212413640,IRROPS,IRROPS
2312922666,Mileage Plus,Mileage Plus
7832327426,Communications,Communications
8017586312,Post Flight,Post Flight
2844540904,Seating,Seating
5845793410,Booking,Booking
7229516957,Post Flight,Post Flight
9394571584,Post Flight,Post Flight
1783649162,Voluntary Cancel,Voluntary Cancel
3912508411,IRROPS,IRROPS
3563635281,Post Flight,Post Flight
3801588457,Check In,Check In
8647254941,Baggage,Baggage
3681275056,Voluntary Change,Voluntary Change
7567259197,Post Flight,Post Flight
2993814550,Voluntary Change,Voluntary Change
9551331925,Checkout,Checkout
808873599,Mileage Plus,Mileage Plus
7627020241,IRROPS,IRROPS
8319159072,Digital Support,Digital Support
3695792799,Seating,Seating
7165078142,Post Flight,Post Flight
6457128525,Seating,Seating
3550994978,IRROPS,IRROPS
1825389414,Other Topics,Other Topics
6702656196,Voluntary Change,Voluntary Change
7294331723,Checkout,Checkout
6592762353,Seating,Seating
2206289769,IRROPS,IRROPS
2112339874,Voluntary Change,Voluntary Change
742393916,IRROPS,IRROPS
3922612057,IRROPS,IRROPS
6943843227,Traveler Updates,Traveler Updates
6944989966,Communications,Communications
2572498158,Upgrade,Upgrade
8564009339,Voluntary Change,Voluntary Change
2488489159,IRROPS,IRROPS
624690565,Mileage Plus,Mileage Plus
4767148108,Seating,Seating
7643467982,Communications,Communications
9680933890,IRROPS,IRROPS
3154837581,IRROPS,IRROPS
7336015879,IRROPS,IRROPS
8363561168,Booking,Booking
9758299293,Products & Services,Products & Services
9366834681,Products & Services,Products & Services
1746586404,Products & Services,Products & Services
8995459653,Seating,Seating
7211347291,Seating,Seating
8576486783,ETC,ETC
9598044736,Mileage Plus,Mileage Plus
7338027444,IRROPS,IRROPS
532626850,Post Flight,Post Flight
8712028196,Products & Services,Products & Services
962206936,IRROPS,IRROPS
861744445,Seating,Seating
5103426348,IRROPS,IRROPS
9681401554,Check In,Check In
3268819841,Mileage Plus,Mileage Plus
7541156430,Baggage,Baggage
3144972791,Voluntary Change,Voluntary Change
8831611007,Products & Services,Products & Services
5525185540,IRROPS,IRROPS
5178227556,Products & Services,Products & Services
9431157848,Booking,Booking
5047994438,Seating,Seating
7174312108,IRROPS,IRROPS
9599345067,Post Flight,Post Flight
6850615326,Baggage,Baggage
8959558198,IRROPS,IRROPS
6357854953,Mileage Plus,Mileage Plus
1119146089,Voluntary Change,Voluntary Change
5687392612,Communications,Communications
6227102633,Upgrade,Upgrade
1814535043,Seating,Seating
8691430702,Mileage Plus,Mileage Plus
3011703072,IRROPS,IRROPS
8144051005,Mileage Plus,Mileage Plus
7736894230,IRROPS,IRROPS
4341593887,IRROPS,IRROPS
6426675629,Voluntary Change,Voluntary Change
2404071375,Schedule Change,Schedule Change
361289149,Voluntary Change,Voluntary Change
1729918077,IRROPS,IRROPS
424415568,Booking,Booking
5476013747,IRROPS,IRROPS
6654287920,Baggage,Baggage
8129168629,IRROPS,IRROPS
815452478,Mileage Plus,Mileage Plus
9361782869,Communications,Communications
6553628440,Checkout,Checkout
9242404508,Communications,Communications
6830029114,Traveler Updates,Traveler Updates
938398783,Baggage  ,Baggage
141685672,Communications,Communications
1308971072,Booking,Booking
744687613,IRROPS,IRROPS
9753795745,Upgrade,Upgrade
1499995964,Voluntary Change,Voluntary Change
5792846534,Voluntary Change,Voluntary Change
9065603220,Voluntary Change,Voluntary Change
7201709204,Mileage Plus,Mileage Plus
8737679683,IRROPS,IRROPS
1319875759,Communications,Communications
1506127766,Products & Services  ,Products & Services
1598548364,Communications,Communications
7141958371,Voluntary Change,Voluntary Change
7635980644,Mileage Plus,Mileage Plus
446413955,Booking,Booking
855507427,IRROPS,IRROPS
8512342214,Voluntary Cancel,Voluntary Cancel
8615126109,Upgrade,Upgrade
8394290378,Mileage Plus,Mileage Plus
7088420240,Booking,Booking
2063671469,Voluntary Change,Voluntary Change
7646100745,IRROPS,IRROPS
818640496,Voluntary Change,Voluntary Change
1818884835,IRROPS,IRROPS
1649290502,Check In,Check In
8267087089,IRROPS,IRROPS
6176762988,IRROPS,IRROPS
9505880268,Communications,Communications
4482103512,Voluntary Change,Voluntary Change
7338697178,Seating,Seating
330627053,Seating,Seating
6439220974,Seating,Seating
2798483314,IRROPS,IRROPS
372923683,Baggage,Baggage
6897401855,Products & Services,Products & Services
282851797,Schedule Change,Schedule Change
9489306088,IRROPS,IRROPS
4441362309,Voluntary Cancel,Voluntary Cancel
336852515,IRROPS,IRROPS
5013395552,Voluntary Change,Voluntary Change
3197770583,Upgrade,Upgrade
9169901933,Communications,Communications
4125210565,Baggage,Baggage
8338569742,Seating,Seating
8871539794,Check In,Check In
2167216739,Products & Services,Products & Services
8076388015,Voluntary Change,Voluntary Change
7142157473,IRROPS,IRROPS
7073994575,Seating,Seating
3650142470,Products & Services,Products & Services
6123197273,Seating,Seating
405936149,Mileage Plus,Mileage Plus
9074863766,IRROPS,IRROPS
5092693752,IRROPS,IRROPS
1682591125,IRROPS,IRROPS
5349657890,IRROPS,IRROPS
6750237260,Voluntary Change,Voluntary Change
5813180477,Mileage Plus,Mileage Plus
5162921024,IRROPS,IRROPS
9629909245,IRROPS,IRROPS
5080166173,Voluntary Change,Voluntary Change
4709438774,Seating,Seating
3178241201,Seating,Seating
9917288103,Mileage Plus,Mileage Plus
426635661,Voluntary Change,Voluntary Change
9068423937,IRROPS,IRROPS
6523224452,Voluntary Cancel,Voluntary Cancel
7542231906,Mileage Plus,Mileage Plus
904828716,Upgrade,Upgrade
354833460,Voluntary Change,Voluntary Change
3309826058,Voluntary Change,Voluntary Change
6865325346,Voluntary Change,Voluntary Change
7916975222,Voluntary Cancel,Voluntary Cancel
5844731093,Voluntary Change,Voluntary Change
5623674249,Post Flight,Post Flight
7308770594,Mileage Plus,Mileage Plus
9333484049,Voluntary Cancel,Voluntary Cancel
8075156578,IRROPS,IRROPS
812167515,Digital Support,Digital Support
5511790336,Voluntary Change,Voluntary Change
1651081459,Mileage Plus,Mileage Plus
7056509804,Mileage Plus,Mileage Plus
9820042453,IRROPS,IRROPS
4679207534,Mileage Plus,Mileage Plus
3949318373,Mileage Plus,Mileage Plus
1945949959,Post Flight,Post Flight
60656595,Seating,Seating
4326374710,Voluntary Cancel,Voluntary Cancel
3539477054,Voluntary Change,Voluntary Change
5238107679,Upgrade,Upgrade
4442636990,Baggage,Baggage
492295539,Voluntary Change,Voluntary Change
4979639792,Seating,Seating
8744789401,Mileage Plus,Mileage Plus
5430470403,Voluntary Change,Voluntary Change
1783934492,Voluntary Change,Voluntary Change
1598184408,Products & Services,Products & Services
3351126013,Communications,Communications
5376570874,IRROPS,IRROPS
9859035337,Seating,Seating
2069151462,Digital Support,Digital Support
2907751122,Traveler Updates,Traveler Updates
358444028,Seating,Seating
7169127867,Voluntary Change,Voluntary Change
2752349878,IRROPS,IRROPS
3597263091,IRROPS,IRROPS
6199634085,Products & Services,Products & Services
6824581419,IRROPS,IRROPS
5216281585,IRROPS,IRROPS
5704237117,Checkout,Checkout
9320434266,Voluntary Change,Voluntary Change
5252531990,IRROPS,IRROPS
8113293824,Mileage Plus,Mileage Plus
1164174229,Checkout,Checkout
1007912175,Digital Support,Digital Support
6839130602,IRROPS,IRROPS
742353794,Communications,Communications
605192542,ETC,ETC
7598947936,Voluntary Change,Voluntary Change
417595536,Products & Services,Products & Services
7753398123,Mileage Plus,Mileage Plus
8847448908,Seating,Seating
5010007904,Checkout,Checkout
3890777479,Mileage Plus,Mileage Plus
5467074678,Mileage Plus,Mileage Plus
4754967192,Check In,Check In
9668271122,Voluntary Change,Voluntary Change
5189594830,Products & Services,Products & Services
6721683961,Voluntary Cancel,Voluntary Cancel
8729873182,Products & Services,Products & Services
3694123900,Seating,Seating
4176850427,Mileage Plus,Mileage Plus
2111196534,IRROPS,IRROPS
5464577837,IRROPS,IRROPS
320206811,Check In,Check In
6843586906,Disability,Disability
7458639468,Checkout,Checkout
2270694320,Booking,Booking
6440415679,Check In,Check In
6091319975,Mileage Plus,Mileage Plus
4018177009,IRROPS,IRROPS
1098676196,Booking,Booking
9664012715,Voluntary Change,Voluntary Change
4848836867,Seating,Seating
3721144532,Seating,Seating
3612414601,IRROPS,IRROPS
9586721908,Voluntary Change,Voluntary Change
8867009871,Voluntary Change,Voluntary Change
1583827716,Checkout,Checkout
3262126615,Baggage,Baggage
1509180558,Check In,Check In
3372404308,IRROPS,IRROPS
1232180017,IRROPS,IRROPS
4940184867,Checkout,Checkout
7635129051,Communications,Communications
8117850608,Upgrade,Upgrade
1168858076,Voluntary Change,Voluntary Change
4217419262,Post Flight,Post Flight
4999940273,IRROPS,IRROPS
2815272777,Post Flight,Post Flight
5201055809,Products & Services,Products & Services
8335127483,Checkout,Checkout
8928717657,Upgrade,Upgrade
4956436751,Check In,Check In
8826041155,Mileage Plus,Mileage Plus
8736623301,Voluntary Change,Voluntary Change
6225202094,IRROPS  ,IRROPS
1553827772,Checkout,Checkout
7686220472,Voluntary Change,Voluntary Change
8186659030,Communications,Communications
8738121144,Booking,Booking
6100640970,Checkout,Checkout
8563810195,Mileage Plus,Mileage Plus
9078247304,Post Flight,Post Flight
7912349849,Voluntary Change,Voluntary Change
8169557381,IRROPS,IRROPS
4895890244,IRROPS,IRROPS
6032181614,Seating,Seating
1015303020,Voluntary Change,Voluntary Change
6453114439,Voluntary Change,Voluntary Change
4961022051,Voluntary Change,Voluntary Change
2442029124,IRROPS,IRROPS
1377221833,IRROPS,IRROPS
9500871475,Checkout,Checkout
371113902,IRROPS,IRROPS
8049089826,Checkout,Checkout
6465962774,Products & Services,Products & Services
1666666904,Voluntary Change,Voluntary Change
4285093406,Checkout,Checkout
7766272913,Baggage,Baggage
3567003166,IRROPS,IRROPS
1885744881,Seating,Seating
6476668954,Check In,Check In
3201979188,Mileage Plus,Mileage Plus
8975165879,Voluntary Change,Voluntary Change
6417309047,Other Topics,Other Topics
7196470419,Seating,Seating
8924667254,Voluntary Change  ,Voluntary Change
2273840590,Voluntary Change,Voluntary Change
9526960051,Communications,Communications
9236619194,Upgrade,Upgrade
3542416145,IRROPS,IRROPS
8993138166,Checkout,Checkout
8239627031,Booking,Booking
2821093476,IRROPS,IRROPS
7224447463,Seating,Seating
1447630411,IRROPS,IRROPS
1768328101,Schedule Change,Schedule Change
1340554131,Voluntary Change,Voluntary Change
4252643944,Checkout,Checkout
720518776,Booking,Booking
4774910442,IRROPS,IRROPS
7556127974,IRROPS,IRROPS
3360582988,Products & Services,Products & Services
2421415789,ETC,ETC
4140473765,Mileage Plus,Mileage Plus
5706909406,Post Flight,Post Flight
9776330063,Voluntary Change,Voluntary Change
6187917140,Voluntary Change,Voluntary Change
4644560212,Digital Support,Digital Support
6957859077,Mileage Plus,Mileage Plus
8312161238,Upgrade,Upgrade
7171331595,Voluntary Change,Voluntary Change
3004642977,Check In,Check In
4214848165,IRROPS,IRROPS
9533516649,Mileage Plus,Mileage Plus
3870290590,IRROPS,IRROPS
4843395482,Booking,Booking
1630070463,Products & Services,Products & Services
1023544972,Seating,Seating
6695796865,Checkout,Checkout
3331052695,Communications,Communications
8373914846,Checkout,Checkout
1204792487,Voluntary Change,Voluntary Change
3219065499,Checkout,Checkout
5897003464,IRROPS,IRROPS
8466671060,Seating,Seating
5402670488,Communications,Communications
5206768137,Voluntary Change,Voluntary Change
3522773440,Upgrade,Upgrade
3937081599,Seating,Seating
4219911361,IRROPS,IRROPS
9705771467,IRROPS,IRROPS
8749487637,Mileage Plus,Mileage Plus
4726447138,IRROPS,IRROPS
6392822678,IRROPS,IRROPS
934513450,Mileage Plus,Mileage Plus
3859645247,Voluntary Change,Voluntary Change
8127768923,Communications,Communications
1110035118,IRROPS,IRROPS
2654692329,Upgrade,Upgrade
9217627449,Seating,Seating
1305792012,IRROPS,IRROPS
2977782795,Voluntary Change,Voluntary Change
8464414685,Voluntary Change,Voluntary Change
2868735591,Post Flight,Post Flight
9048351524,Checkout,Checkout
3519172774,Voluntary Change,Voluntary Change
8305584366,Post Flight,Post Flight
8235597969,IRROPS,IRROPS
1497900604,Mileage Plus,Mileage Plus
4114191772,Voluntary Change,Voluntary Change
3463670886,Voluntary Change,Voluntary Change
4189927512,Communications,Communications
7855958145,Upgrade,Upgrade
6777926200,Upgrade,Upgrade
4561166507,Upgrade,Upgrade
9020107759,Upgrade,Upgrade
1313924029,IRROPS,IRROPS
5003809938,Post Flight,Post Flight
8625622760,IRROPS,IRROPS
8245453774,Communications,Communications
5613587791,IRROPS,IRROPS
